"Marca","Codigo De Material SAP","Descripción Del Material SAP","Cod GENERICO","Txt GENERICO","Cod Grupo Artículo","descolorrgb","desdescubremas001","desdescubremas002","desdescubremas003","codcategoriawebredes","desimagen001","desimagen002","desimagen003","desimagen004","despaso001","despaso002","despaso003","despaso004","desperfumista001","desperfumista002","destip001","destip002","destip003","destip004","deswebredes","deslinkvideo001","deslinkvideo002","deslinkvideo003","deslinkvideo004","deslinkvideo005","desnombrecategoriawebredes","desnombrearchivovideo001","desnombrearchivovideo002","desnombrearchivovideo003","desnombrearchivovideo004","desnombreproductowebredes","despalabrasclave","desresumen","destextovideo001","destextovideo002","destextovideo003","destextovideo004","destextovideo005","destitulodescubremas001","destitulodescubremas002","destitulodescubremas003","destitulogeneralpasoapaso","destitulopaso001","destitulopaso002","destitulopaso003","destitulopaso004","destituloperfumista001","destituloperfumista002","destitulotip001","destitulotip002","destitulotip003","destitulotip004"
"ESIKA","200011196","GRAZZIA COL ATOM 50 ML","","","Fragancias","rgbd e un pdto","Ella es una mujer femenina y romántica por naturaleza, le gusta disfrutar de momentos y lugares que propician el encuentro con su pareja, con Grazzia despierta su lado más romántico. - Fabienne Coupaye, Perfumista.","Un aroma delicado compuesto en la salida y el corazón por notas frutales y florales en las que la frambuesa se mezcla con pétalos de rosas de bulgaria, jazmín y muguet para resaltar toda la femenidad y dulzura de la mujer Grazzia.",".","esika-020104","","","","","","","","","","","","","","","Provoca el romance con una fragancia delicada que resalta toda la esencia femenina que caracteriza a la mujer Grazzia. Un aroma que te hace vivir las historias de amor y ser una romántica de hoy.","","","","","","Floral","","","","","Grazzia","","Eau de parfum atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200029898","YOU  COL ATOM 100ML","","","Fragancias","","Somos cómplices, compartimos todo. Juntos la pasamos bien y sentimos la libertad y confianza para ser tal cual somos. - Hernán Figoli, Perfumista.","Un acorde fresco y chispeante, ligado a sutiles notas florales. En el fondo, un signature original logrado a través de maderas transparentes y acordes musk, ideales para revivir los momentos inolvidables que vivimos junto a los amigos.","Las formas y colores transmiten frescura, juventud y espontaneidad.","unisex","","","","","","","","","","","","","","","Una fragancia original como tú. Un aroma que refleja el significado de la amistad con acordes frescos y chispeantes ligados a sutiles notas florales.","","","","","","Fragancias","","","","","You","","Eau de toilette atomiseur 100 ml / 3.4 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200034758","YOU COL C/CJA 50ML","","","Fragancias","","Somos cómplices, compartimos todo. Juntos la pasamos bien y sentimos la libertad y confianza para ser tal cual somos. - Hernán Figoli, Perfumista.","Un acorde fresco y chispeante, ligado a sutiles notas florales. En el fondo, un signature original logrado a través de maderas transparentes y acordes musk, ideales para revivir los momentos inolvidables que vivimos junto a los amigos.","Las formas y colores transmiten frescura, juventud y espontaneidad.","unisex","","","","","","","","","","","","","","","Una fragancia original como tú. Un aroma que refleja el significado de la amistad con acordes frescos y chispeantes ligados a sutiles notas florales.","","","","","","Fragancias","","","","","You","","Eau de toilette atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200038324","COLONIA POURLEBAIN X 1 LT","","","Fragancias","","Intensos aromas que te acompañan a conseguirlo todo y te hacen sentir renovada en todo momento.","Su delicioso aroma cítrico con limón y naranja que se combinan  junto a exquisitas especias te llenan de energía en todo momento.",".","esika-0201","","","","","","","","","","","","","","","Déjate cautivar por notas cítiricas y envuélvete de frescura con un frutal aroma a limones que potencia tu día a día.","","","","","","Mujer","","","","","Pour Le Bain","","Colonia cítrica 1lt / 33,7 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200039745","GRAZZIA EXOT EAU PARFUM 50 ML","","","Fragancias","","Ella es sensual, poseedora de una belleza exótica. Dueña de una mirada y un magnetismo especiales. Con Grazzia Exotic despierta tu atracción. - Napoleon Bastos, Perfumista.","Una combinación de notas frutales que se funden con acordes florales como jazmín, catleya, violeta, rosa y living tuberosa que despiertan la atracción.",".","esika-020104","","","","","","","","","","","","","","","Libera tu sensualidad con una fragancia inspirada en esa mujer a quien nadie puede resistir. Vibrante, magnética y exótica combinación de notas frutales que se funden armónicamente en un ultra femenino acorde floral de Jasmin, Catleya, Violeta, rosa y Living tuberosa que despiertan la atracción.","","","","","","Floral","","","","","Grazzia Exotic","","Eau de parfum atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"CYZONE","200039855","CZ NITRO EDT 100 ML","","","Fragancias","","La imparable combinaci&oacute;n de pachuli, notas c&iacute;tricas y herbales se fusionan y nace un aroma masculino y delicioso.","Si ama la velocidad, los carros, las actividades que impliquen un derroche de adrenalina, este perfume es ideal. Para un chico que va a mil x hora!","Aroma: Herbal
Eau de toilette
Contenido: 100 ml. / 3.4 fl. oz.","cyzone-030101","","","","","","","","","La imparable combinación de pachuli, notas cítricas y herbales se fusionan y nace un aroma masculino y delicioso.","Familia olfativa: Aromática - fougere
Casa perfumista: Symrise
Perfumista: Roberto Bagnado","","","","","El chico Nitro vibra con cada movimiento, siente la adrenalina fluir por todo su cuerpo y correr por sus venas. &Eacute;l disfruta de la velocidad y de la libertad, se olvidas de las reglas y su &uacute;nico objetivo es: La conquista. Nitro viene en una presentaci&oacute;n de 100 ml / 3.4 fl. oz. y su familia olfativa es arom&aacute;tica fougere.","","","","","","Perfumes","","","","","Perfume Nitro","","Perfume con aroma herbal. Eau de toilette. 100 ml. / 3.4 fl. oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","MÁS DETALLES","","","",""
"ESIKA","200040333","STRONG MUSK COL CC 60 ML","","","Fragancias","","Es la fragancia que te lleva a descubrir los placeres ocultos de la pasión. Para el hombre que encarna la sensualidad, que se sobrepasa, que es intrigante que es excitante, que a las mujeres les encantaría conocer. - Frank Hoogstede, Perfumista.","Un acorde de maderas de vetivert, cedro y patchouly que envuelven seductoramente con el limón la naranja y la bergamota, creando un aroma fuerte e intenso.",".","esika-020205","","","","","","","","","","","","","","","Pasión que domina. Una fragancia que descubre los placeres ocultos. Tus deseos son atrevidos y esas notas de musk y bergamota, una cautivante invitación a descubrirlos.","","","","","","Oriental","","","","","Strong Musk","","Cologne 60 ml / 2,02 fl oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200040974","COLONIA FRESHING  1 LITRO","","","Fragancias","","Déjate cautivar por notas cítiricas y envuélvete de frescura con un arom que te llena de energía.","La combinación de lo cítrico y lo floral hace una mezcla perfecta para sentirte fresca y renovada en cada aplicación.",".","esika-0201","","","","","","","","","","","","","","","Siéntete activa con intensos aromas cítricos que te acompañan a conseguirlo todo y llevan la frescura a otro nivel.","","","","","","Mujer","","","","","Freshing","","Colonia cítrica 1lt / 33,7 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200041986","ALTHEUS EDT 100 ML","","","Fragancias","","Para un hombre contemporáneo, seguro de sí mismo, en buena condición física y lleno de energía. El chico Altheus es sociable, le gustan las actividades deportivas y disfruta de los buenos momentos. Le gusta la ropa deportiva, está siempre bien arreglado y a la moda. Buscar verse bien con un look casual y elegante a la vez. - Verónica Casanova, Perfumista.","La fragancia que te permite transmitir vitalidad y energía gracias a la frescura de sus notas aromáticas de manzana, lavanda y fougere.",".","esika-020205","","","","","","","","","","","","","","","Para el hombre deportivo, casual y con mucha energia y vitalidad. Una fragancia herbal activa con dinámica frescura con vigorosas notas de lavanda que te brinda el placer de estar en la cima.","","","","","","Oriental","","","","","Altheus","","Eau de toilette 100 ml / 3,4 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"CYZONE","200042737","CZ IN LOVE EDP 50 ML","","","Fragancias","","Es un aroma con perfume de dulces flores y frutas. Sus toques de vainilla y sándalo conquistarán a más de un corazón.","Si eres dulce y cálida, este perfume será más que genial para ti.","Aroma: Frutal
Eau de parfum
Contenido: 50 ml / 1.6 fl. oz.","cyzone-030201","","","","","","","","","Es un aroma con perfume de dulces flores y frutas. Sus toques de vainilla y sándalo conquistarán a más de un corazón.","Familia olfativa: Floral Frutal.
Casa perfumista: Givaudan. 
Perfumista: Claudio de Deus.","","","","","In Love viene en una presentación de 50 ml / 1.7 fl. oz. y su frasco tiene un diseño muy romántico y femenino.","","","","","","Perfumes","","","","","Perfume In love","","Perfume con aroma frultal. Eau de parfum. 50 ml / 1.6 fl.oz.","","","","","","CONOCE EL PRODUCTO","QUÉ AROMA TIENE","CÓMO Y CUÁNDO USAR EL PERFUME IN LOVE","","","","","","QUÉ AROMA TIENE","MÁS DETALLES","","","",""
"CYZONE","200049918","CZ BERRYLI BERRY COL CC2 200ML","","","Fragancias","","Set PRD","Set PRD","Aroma: Frutal
Colonia refrescante
Contenido: 200 ml / 6.7 fl. oz.","cyzone-030102","","","","","","","","","Fragancia desarrollada por la Casa Perfumista Symrise.","","","","","","Colonia refrescante con aroma a fresas y frambuesas.","","","","","","Colonias","","","","","Colonia berrylicious berry cocktail","","Colonia refrescante con aroma frultal. 200 ml / 6.7 fl. oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLA","MÁS DETALLES DEL PRODUCTO","","","","","","El Perfumista","","","","",""
"ESIKA","200050017","WINNER SPORT COLONIA 100ML","","","Fragancias","","Es la fragancia para el hombre ganador. Que tiene la confianza y la fuerza para ganar en el día a día. Es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. ¡Es el Mejor! - Clito Hoedicke, Perfumista.","Una fragancia con enérgicas notas cítricas que mezcladas con notas amaderadas le dan el carácter masculino del hombre Kalos Sport.","El color azul connota seguridad y llevado a un tono vibrante se vuelve enérgico y deportivo. El metalizado aporta valor, siendo asociado a un deporte exclusivo.","esika-020202","","","","","","","","","","","","","","","Es la fragancia para el hombre ganador, es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. Tiene la confianza y la fuerza para ganar en el día a día.","","","","","","Herbal","","","","","Kalos Sport","","Cologne for men 100 ml / 3,4 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200050018","KALOS SPORT EAU TOILETTE 100ML","","","Fragancias","","Es la fragancia para el hombre ganador. Que tiene la confianza y la fuerza para ganar en el día a día. Es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. ¡Es el Mejor! - Clito Hoedicke, Perfumista.","Una fragancia con enérgicas notas cítricas que mezcladas con notas amaderadas le dan el carácter masculino del hombre Kalos Sport.","El color azul connota seguridad y llevado a un tono vibrante se vuelve enérgico y deportivo. El metalizado aporta valor, siendo asociado a un deporte exclusivo.","esika-020202","","","","","","","","","","","","","","","Es la fragancia para el hombre ganador, es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. Tiene la confianza y la fuerza para ganar en el día a día.","","","","","","Herbal","","","","","Winner Sport","","Cologne for men 100 ml / 3,4 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200050143","EXUS COL C/SP 100ML NP CO","","","Fragancias","","Es la fragancia para el hombre que refleja virilidad. Es lejano, es un mito, es como Apolo, es una escultura. - Hernán Figoli, Perfumista.","Compuesta por los ingredientes más preciosos e inspiradores como la bergamota y el limón. Una fragancia que combinada con un acorde amaderado resulta en un homenaje a la masculinidad.",".","esika-020202","","","","","","","","","","","","","","","Disfruta de una fragancia con un fascinante poder; despierta los deseos más íntimos de toda mujer. Un aroma con los ingredientes más preciados como la bergamota y el limón, que realzan la sensualidad del hombre.","","","","","","Herbal","","","","","Exus","","Cologne atomisseur 100 ml / 3,4 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200056623","GRAZZIA COL ATOM 50 ML","","","Fragancias","","Ella es una mujer femenina y romántica por naturaleza, le gusta disfrutar de momentos y lugares que propician el encuentro con su pareja, con Grazzia despierta su lado más romántico. - Fabienne Coupaye, Perfumista.","Un aroma delicado compuesto en la salida y el corazón por notas frutales y florales en las que la frambuesa se mezcla con pétalos de rosas de bulgaria, jazmín y muguet para resaltar toda la femenidad y dulzura de la mujer Grazzia.",".","esika-020104","","","","","","","","","","","","","","","Provoca el romance con una fragancia delicada que resalta toda la esencia femenina que caracteriza a la mujer Grazzia. Un aroma que te hace vivir las historias de amor y ser una romántica de hoy.","","","","","","Floral","","","","","Grazzia","","Eau de parfum atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200056624","GRAZZIA EXOT EAU PARFUM 50ML","","","Fragancias","","Ella es sensual, poseedora de una belleza exótica. Dueña de una mirada y un magnetismo especiales. Con Grazzia Exotic despierta tu atracción. - Napoleon Bastos, Perfumista.","Una combinación de notas frutales que se funden con acordes florales como jazmín, catleya, violeta, rosa y living tuberosa que despiertan la atracción.",".","esika-020104","","","","","","","","","","","","","","","Libera tu sensualidad con una fragancia inspirada en esa mujer a quien nadie puede resistir. Vibrante, magnética y exótica combinación de notas frutales que se funden armónicamente en un ultra femenino acorde floral de Jasmin, Catleya, Violeta, rosa y Living tuberosa que despiertan la atracción.","","","","","","Floral","","","","","Grazzia Exotic","","Eau de parfum atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200056633","STRONG MUSK COL CC 60 ML","","","Fragancias","","Es la fragancia que te lleva a descubrir los placeres ocultos de la pasión. Para el hombre que encarna la sensualidad, que se sobrepasa, que es intrigante que es excitante, que a las mujeres les encantaría conocer. - Frank Hoogstede, Perfumista.","Un acorde de maderas de vetivert, cedro y patchouly que envuelven seductoramente con el limón la naranja y la bergamota, creando un aroma fuerte e intenso.",".","esika-020205","","","","","","","","","","","","","","","Pasión que domina. Una fragancia que descubre los placeres ocultos. Tus deseos son atrevidos y esas notas de musk y bergamota, una cautivante invitación a descubrirlos.","","","","","","Oriental","","","","","Strong Musk","","Cologne 60 ml / 2,02 fl oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200056636","SALVAJE COLONIA CC03 100 ML","","","Fragancias","","Cuando se encuentran, la naturaleza y él se funden. Los instintos más profundos emergen de su ser, transformándolo en un hombre de atractivo salvaje. Su lado animal domina el lado racional, sigue sus instintos porque estos saben dominar. - Antonio Amador, Perfumista.","Siente la frecura del fougere, donde las hojas de lavanda y del romero se funden con el patchouli, la salvia y el musgo, protagonistas de esta fuerza animal que hacen de Salvaje un don para quien la usa.","Con el color se busca dar modernidad y masculinidad. El acabado mate y brillante de la tapa transmite la personalidad de este hombre que puede ser muy viril pero sin perder la elegancia.","esika-020205","","","","","","","","","","","","","","","Un aroma para el hombre masculino que sigue siempre su instinto de seducción. Las hojas de lavanda y los matices del romero se funden en la virilidad primitiva del patchouli, la salvia y el musgo, protagonistas de esta fuerza animal que hacen de Salvaje un don para quien la usa.","","","","","","Oriental","","","","","Salvaje","","Cologne for men 100 ml / 3,4 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200056638","ALTHEUS EDT 100 ML","","","Fragancias","","Para un hombre contemporáneo, seguro de sí mismo, en buena condición física y lleno de energía. El chico Altheus es sociable, le gustan las actividades deportivas y disfruta de los buenos momentos. Le gusta la ropa deportiva, está siempre bien arreglado y a la moda. Buscar verse bien con un look casual y elegante a la vez. - Verónica Casanova, Perfumista.","La fragancia que te permite transmitir vitalidad y energía gracias a la frescura de sus notas aromáticas de manzana, lavanda y fougere.",".","esika-020205","","","","","","","","","","","","","","","Para el hombre deportivo, casual y con mucha energia y vitalidad. Una fragancia herbal activa con dinámica frescura con vigorosas notas de lavanda que te brinda el placer de estar en la cima.","","","","","","Oriental","","","","","Altheus","","Eau de toilette 100 ml / 3,4 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200056641","ES ITS YOU EDT COL ATOM 100ML","","","Fragancias","","Somos cómplices, compartimos todo. Juntos la pasamos bien y sentimos la libertad y confianza para ser tal cual somos. - Hernán Figoli, Perfumista.","Un acorde fresco y chispeante, ligado a sutiles notas florales. En el fondo, un signature original logrado a través de maderas transparentes y acordes musk, ideales para revivir los momentos inolvidables que vivimos junto a los amigos.","Las formas y colores transmiten frescura, juventud y espontaneidad.","unisex","","","","","","","","","","","","","","","Una fragancia original como tú. Un aroma que refleja el significado de la amistad con acordes frescos y chispeantes ligados a sutiles notas florales.","","","","","","Fragancias","","","","","It's You","","Eau de toilette atomiseur 100 ml / 3.4 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200056643","ES ITS YOU COL 50ML","","","Fragancias","","Somos cómplices, compartimos todo. Juntos la pasamos bien y sentimos la libertad y confianza para ser tal cual somos. - Hernán Figoli, Perfumista.","Un acorde fresco y chispeante, ligado a sutiles notas florales. En el fondo, un signature original logrado a través de maderas transparentes y acordes musk, ideales para revivir los momentos inolvidables que vivimos junto a los amigos.","Las formas y colores transmiten frescura, juventud y espontaneidad.","unisex","","","","","","","","","","","","","","","Una fragancia original como tú. Un aroma que refleja el significado de la amistad con acordes frescos y chispeantes ligados a sutiles notas florales.","","","","","","Fragancias","","","","","It's You","","Eau de toilette atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200058576","SECRET MUSK EDP 30 ML","","","Fragancias","","Mágico elíxir de seducción que enciende la flama del deseo del hombre que amas. Te envuelve en una íntima y misteriosa atmósfera de sensualidad, que despierta sus más intensas pasiones. Atrévete a vivir momentos inolvidables con tu pareja y mantén siempre encendido su deseo. Esta osada esencia libera el fuego que hay dentro de ti haciéndote absolutamente irresistible. - Hernán Figoli, Perfumista.","Una fragancia cálida con primienta negra, bergamota italiana combinada con flor de naranjo y sándalo. Un aroma que enciende la pasión y el deseo en tu pareja.",".","esika-020102","","","","","","","","","","","Atrévete a vivir momentos inolvidables con tu pareja y mantén siempre encendido su deseo. Esta osada esencia libera el fuego que hay dentro de ti haciéndote absolutamente irresistible.","Atrévete a vivir momentos inolvidables con tu pareja y mantén siempre encendido su deseo. Esta osada esencia libera el fuego que hay dentro de ti haciéndote absolutamente irresistible.","","","El aroma que será tu secreto de seducción. Una fragancia profunda y embriagadora con elementos que se traducen sobre ella en misterio y provocación.","","","","","","Dulce","","","","","Secret Musk","","Eau de parfum atomiseur 30 ml / 1 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","ENCIENDE EL DESEO","INSPIRACIÓN","",""
"ESIKA","200059779","D'ORSAY EDT 100ML","","","Fragancias","","Fragancia del hombre cosmopolita, urbano y elegante, vive en una constante competencia y busca el éxito en todas las facetas de su vida. Posee una elegancia y un estilo innato. - Etienne Bouckaert, Perfumista.","Un delicioso aroma con acordes frescos de notas verdes que en combinación con el cedro, el sándalo y el vetiver aportan el carácter y masculinidad del hombre exitoso.","Las formas rectas y varoniles se combinan con el color licoroso del bulk, remitiendo a una elegancia clásica y sobria.","esika-020202","","","","","","","","","","","","","","","Una fragancia impactante y varonil para un hombre cosmopolita. Se mueve por las ciudades más importantes con la seguridad de un conocedor. Su estilo es una fusión de la clase y modernidad. Una poderosa mezcla que define una personalidad indiscutiblemente atractiva.","","","","","","Herbal","","","","","D'Orsay","","Cologne atomisseur 100 ml / 3,4 fl.oz.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200059780","ES GRAZZIA PARADISE EDP 50 ML","","","Fragancias","","Ella es una mujer que tiene una sensualidad natural que despierta la atracción. Es una tentación que nadie puede resistir.",".",".","esika-020104","","","","","","","","","","","","","","","Inspirada en esa mujer a quien nadie puede resistir. Un aroma con notas de mandarina y cedro que te transporta a ese paraíso que aún no conoces.","","","","","","Floral","","","","","Grazzia Paradise","","Eau de parfum atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto",".",".","","","","","","","","","","",""
"CYZONE","200060357","CZ BERRYLIC SEXY COL 200 ML","","","Fragancias","","Set PRD","Te recomendamos aplicártelo en aquellos puntos del cuerpo donde late el pulso, por ejemplo detrás de las orejas, en las muñecas, en las clavículas o detrás de las rodillas. No se trata de un ritual sin sentido, si es preferible aplicarlo sobre estas zonas es porque en ellas la temperatura corporal es más alta y el aroma se evaporará más lentamente.","Aroma: Frutal
Colonia refrescante
Contenido: 200 ml / 6.7 fl. oz.","cyzone-030102","","","","","","","","","Fragancia desarrollada por la Casa Perfumista Symrise.","","","","","","Colonia refrescante con aroma a mora.","","","","","","Colonias","","","","","Colonia berrylicious mora potion","","Colonia refrescante con aroma frultal. 200 ml / 6.7 fl. oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLA","MÁS DETALLES DEL PRODUCTO","","","","","","El Perfumista","","","","",""
"CYZONE","200060753","CZ FLIRTY EDP 50 ML","","","Fragancias","","Un perfume con mezcla de frutas, como el mango y la mandarina, con aromas florales como la fresia rosada y toques de madera y perfume de vainilla que le darán más encanto a tu poder de seducción.","Úsalo cada vez que quieras despertar todo tu poder de seducción y coquetería. 

Te recomendamos aplicártelo en aquellos puntos del cuerpo donde late el pulso, por ejemplo detrás de las orejas, en las muñecas, en las clavículas o detrás de las rodillas. No se trata de un ritual sin sentido, si es preferible aplicarlo sobre estas zonas es porque en ellas la temperatura corporal es más alta y el aroma se evaporará más lentamente.","Familia olfativa: Oriental - vainilla 
Aroma: dulce
Eau de parfum
Contenido: 50 ml / 1.7 fl. oz.","cyzone-030201","","","","","","","","","Flirty es un perfume con mezcla de frutas, como el mango y la mandarina, con aromas florales como la fresia rosada y toques de madera y perfume de vainilla que le darán más encanto a tu poder de seducción.","Este perfume ha sido desarrollado por la casa perfumista Firmenich, una de las más prestigiosas del mundo y su familia olfativa es oriental-vainilla.","","","","","Un perfume con mezcla de frutas, con aromas florales como la fresia rosada y toques de madera y vainilla.","","","","","","Perfumes","","","","","Perfume Flirty girl","","Perfume con aroma dulce. Eau de parfum.  50 ml / 1.6 fl. oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","EL PERFUMISTA","","","",""
"CYZONE","200060760","CZ NITRO AIR EDT 100 ML","","","Fragancias","","Su perfume de pimienta blanca, toques de sándalo, y madera guaiac con acordes de lavanda...la combinación perfecta.. tú vas a amar este olor!","Perfecta para un hombre independiente, seguro y libre que disfruta de ser el dueño de su tiempo.","Aroma: Herbal
Eau de toilette
Contenido: 100 ml. / 3.4 fl. oz.","cyzone-030101","","","","","","","","","u aroma a base de pimienta blanca, toques de sándalo, madera guaiac y acordes de lavanda son la combinación perfecta para que te vuelvas loca por él.","Este perfume ha sido desarrollado por la casa perfumista Symrise, una de las más prestigiosas del mundo; y por Christophe Raynaud, uno de los perfumistas más reconocidos del medio.","","","","","Perfume con aroma a base de pimienta blanca, toques de sándalo, madera guaiac y acordes de lavanda.","","","","","","Perfumes","","","","","Perfume Nitro air","","Perfume con aroma herbal. Eau de toilette. 100 ml. / 3.4 fl. oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","EL PERFUMISTA","","","",""
"CYZONE","200063985","CZ PRINTS COL 30 ML","","","Fragancias","","Es un aroma con perfume de pomelo, jengibre y jazmin silvestre. Dulce y con mucho estilo como tú.","Úsala cada vez que quieras resaltar tu look urbano. 

Te recomendamos aplicártela en aquellos puntos del cuerpo donde late el pulso, por ejemplo detrás de las orejas, en las muñecas, en las clavículas o detrás de las rodillas. No se trata de un ritual sin sentido, si es preferible aplicarlo sobre estas zonas es porque en ellas la temperatura corporal es más alta y el aroma se evaporará más lentamente.","Aroma: Dulce
Eau de parfum
Contenido: 30 ml / 1 fl.oz.","cyzone-030201","","","","","","","","","Es un aroma con perfume de pomelo, jengibre y jazmin silvestre. Dulce y con mucho estilo como tú.
Si te caracterizas por ser independiente, relajada y muy original, no lo pienses más...este perfume es tuyo.","Familia olfativa: Dulce.","","","","","Es un perfume súper fresh y dulce, va con tu originalidad y con tu manera de ser. Deja tu marca!","","","","","","Perfumes","","","","","Perfume prints","","Perfume con aroma dulce. Eau de parfum.  30 ml / 1 fl.oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","MÁS DETALLES DEL PRODUCTO","","","",""
"ESIKA","200064310","ES COMFORCE COL 120 ML","","","Fragancias","","Nos encanta porque su olor hace que tu pequeño se sienta como todo un superhéroe.","Te brinda un delicioso aroma que refresca y permanece por muchas horas.","Contiene ingredientes delicados que cuidan y refrescan su piel.","esika-040406","","","","","","","","","","","","","","","Tus niños merecen lo mejor, refresca sus días con un delicioso aroma que durará por todo el día.","","","","","","Colonia Niños","","","","","Colonia Aromax","","Colonia 120ml /4 fl.oz.","","","","","","¿Por qué nos encanta?","¿Qué hace?","¿Cómo funciona?","","","","","","","","","","",""
"CYZONE","200064346","CZ GIULIA EDP 50 ML","","","Fragancias","","Exquisita mezcla de flores! La combinación perfecta de magnolia y jazmín..mmm....delicioso!","Úsala cada vez que quieras resaltar tu feminidad y dulzura. Te recomendamos aplicártela en aquellos puntos del cuerpo donde late el pulso, por ejemplo detrás de las orejas, en las muñecas, en las clavículas o detrás de las rodillas. No se trata de un ritual sin sentido, si es preferible aplicarlo sobre estas zonas es porque en ellas la temperatura corporal es más alta y el aroma se evaporará más lentamente.","Aroma: Floral
Eau de parfum
Contenido: 50 ml / 1.7 fl. oz.","cyzone-030201","","","","","","","","","","Esta fragancia ha sido desarrollada por Carmita Malgahaes, una de las perfumistas más reconocidas en el mundo.","","","","","Delicada combinación de esencias florales combinadas con notas frutales y cítricas que, mezcladas con fondos maderosos y marcados ámbar.","","","","","","Perfumes","","","","","Perfume Giulia","","Perfume con aroma floral. Eau de parfum.  50 ml / 1.6 fl. oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","EL PERFUMISTA","","","",""
"ESIKA","200065187","ES KAL SPOR MINI CC 10 ML","","","Fragancias","","Es la fragancia para el hombre ganador. Que tiene la confianza y la fuerza para ganar en el día a día. Es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. ¡Es el Mejor! - Clito Hoedicke, Perfumista.","Una fragancia con enérgicas notas cítricas que mezcladas con notas amaderadas le dan el carácter masculino del hombre Kalos Sport.","El color azul connota seguridad y llevado a un tono vibrante se vuelve enérgico y deportivo. El metalizado aporta valor, siendo asociado a un deporte exclusivo.","esika-020202","","","","","","","","","","","","","","","Es la fragancia para el hombre ganador, es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. Tiene la confianza y la fuerza para ganar en el día a día.","","","","","","Herbal","","","","","Kalos Sport Mini","","Perfume masculino herbal activa de 10 ml.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
